# entity id	tokens	
4053	2 1480 6747 3
4054	2 873 131 6748 9 3
4055	2 154 174 204 3
4056	2 6749 1677 3
4057	2 1962 395 6751 3
4058	2 2392 39 1704 9 3
4059	2 30 4 2322 4018 215 3
4060	2 267 915 3316 5085 3
4061	2 6752 3
4062	2 565 591 5951 3
4063	2 5 6199 94 4141 6753 3
4064	2 304 4430 3
4065	2 405 6754 3
4066	2 6755 264 9 3
4067	2 369 636 3
4068	2 707 6758 6759 3
4069	2 5738 6760 3
4070	2 6761 79 3
4071	2 469 6762 3
4072	2 669 6763 3
4073	2 6764 3572 3
4074	2 486 21 83 256 16 6 22 78 3
4075	2 31 8 6 7 415 64 2030 88 1706 283 3
4076	2 833 2268 3
4077	2 6766 17 3
4078	2 1316 6767 3
4079	2 723 1028 170 58 3
4080	2 5 24 4 3425 3
4081	2 7 269 156 64 75 20 809 88 283 3
4082	2 2958 3769 1588 3
4083	2 2946 6772 2864 1050 3
4084	2 264 2418 226 3
4085	2 6774 3138 3
4086	2 5 6776 3
4087	2 6777 6778 3
4088	2 3279 683 6779 3
4089	2 6780 6781 912 10 429 9 3
4090	2 6784 6785 6786 6787 3
4091	2 1386 2621 3
4092	2 2034 2891 3
4093	2 4136 6788 3
4094	2 6789 6790 3
4095	2 6791 9 3
4096	2 660 438 17 3
4097	2 831 811 4426 6792 3
4098	2 2422 2275 2930 51 3
4099	2 171 6794 6795 3
4100	2 6796 79 3
4101	2 5 3623 9 3
4102	2 1697 17 3
4103	2 5 112 94 908 908 1359 3
4104	2 5215 6797 3
4105	2 6798 6799 3
4106	2 459 6800 3
4107	2 34 6801 3
4108	2 1676 6803 3
4109	2 67 69 25 803 3
4110	2 6804 3
4111	2 6805 3
4112	2 810 1518 4 10 6806 3
4113	2 291 185 3
4114	2 6807 6808 3
4115	2 214 6809 3
4116	2 6810 857 3
4117	2 585 150 3
4118	2 6811 180 12 3
4119	2 1664 2687 299 3
4120	2 6814 6815 3
4121	2 6816 6817 3
4122	2 192 36 330 595 25 831 3
4123	2 154 841 6818 3
4124	2 371 6819 3
4125	2 245 6820 3
4126	2 53 6821 3
4127	2 819 570 1672 3
4128	2 6824 3726 3
4129	2 67 69 25 666 3
4130	2 941 6825 718 6826 4 323 6827 3
4131	2 136 544 408 430 3
4132	2 31 8 6 7 56 506 3
4133	2 371 2017 71 5 773 3961 253 3
4134	2 6828 168 195 111 3
4135	2 6829 6830 3
4136	2 790 1760 87 3
4137	2 321 6831 3
4138	2 278 2483 3
4139	2 164 1226 3
4140	2 6832 6833 3
4141	2 6834 1087 3
4142	2 272 1692 3
4143	2 6835 6836 11 10 1809 4 3989 3
4144	2 274 6837 3
4145	2 27 6838 3
4146	2 6839 44 3
4147	2 6840 3
4148	2 1444 3358 3
4149	2 1493 1472 6841 3
4150	2 67 69 25 1053 3
4151	2 6842 2192 3
4152	2 1179 116 17 3
4153	2 2686 1092 6843 3
4154	2 5 2887 273 17 3
4155	2 3008 6844 3
4156	2 6845 127 3
4157	2 2112 923 271 6846 3
4158	2 569 1103 6847 3
4159	2 1352 6848 796 6849 17 3
4160	2 580 321 174 3
4161	2 39 264 594 1937 2024 12 3
4162	2 6850 6851 3
4163	2 633 96 227 115 3
4164	2 6853 694 3
4165	2 601 6854 3
4166	2 5 6856 1876 3067 12 3
4167	2 2148 481 51 3
4168	2 6857 6858 6859 3
4169	2 6293 18 25 3
4170	2 6860 3
4171	2 4600 6861 6862 6863 3
4172	2 1796 1749 1112 3
4173	2 524 6864 3
4174	2 6866 9 3
4175	2 6867 3
4176	2 5 345 6868 253 3
4177	2 5 26 106 1907 3015 3
4178	2 3749 6869 3
4179	2 6870 6871 3
4180	2 6873 3
4181	2 6874 1064 3
4182	2 5 1367 6875 17 3
4183	2 34 6876 3
4184	2 174 213 6877 3
4185	2 153 4546 3
4186	2 1684 17 3
4187	2 6878 594 6879 3
4188	2 6880 180 12 3
4189	2 2148 226 3
4190	2 1319 5827 3
4191	2 6882 1715 3
4192	2 2389 6884 3
4193	2 438 108 20 811 6885 9 3
4194	2 67 69 25 1728 3
4195	2 6886 1073 6887 3
4196	2 6888 3719 937 503 9 3
4197	2 2462 1060 3
4198	2 6889 3
4199	2 507 16 6 22 1130 1370 3
4200	2 119 5606 9 3
4201	2 4894 6891 12 3
4202	2 1478 495 6892 3
4203	2 1184 823 58 3
4204	2 6894 34 3
4205	2 39 3171 3663 17 3
4206	2 5 6896 420 12 3
4207	2 403 721 3
4208	2 5 6757 3
4209	2 1902 2024 51 3
4210	2 5740 417 3
4211	2 278 1855 6898 2290 2020 3
4212	2 512 6899 9 3
4213	2 3653 6900 3
4214	2 1359 762 919 3
4215	2 1902 4659 6901 3
4216	2 6902 6903 3
4217	2 189 6904 3
4218	2 160 340 17 3
4219	2 6907 2372 6908 3
4220	2 153 322 1112 3
4221	2 5 6910 3
4222	2 2839 227 9 3
4223	2 6913 1870 51 3
4224	2 2955 4 10 552 180 12 3
4225	2 384 6914 3
4226	2 179 4637 1106 3
4227	2 6915 3
4228	2 518 6916 3
4229	2 4588 2233 3
4230	2 6917 3
4231	2 296 4155 3
4232	2 4370 6918 3
4233	2 455 6919 9 3
4234	2 6920 17 3
4235	2 6921 6922 3
4236	2 6924 11 6925 3
4237	2 1979 6927 3
4238	2 6928 5210 3
4239	2 1639 819 3
4240	2 6929 17 3
4241	2 6930 10 6931 5014 6932 3
4242	2 5 4929 2180 3
4243	2 39 3186 304 9 3
4244	2 245 2464 4930 3
4245	2 2963 3040 3
4246	2 6933 11 6934 10 6935 3
4247	2 6936 401 170 157 12 3
4248	2 3030 17 3
4249	2 683 3896 13 1476 1148 3
4250	2 402 127 24 233 106 3
4251	2 418 814 3
4252	2 912 257 135 10 6937 3
4253	2 7 2961 218 530 452 3
4254	2 785 6938 3
4255	2 27 46 6940 3
4256	2 116 200 6941 3
4257	2 737 1336 6942 3
4258	2 770 6943 3
4259	2 6944 18 25 74 11 80 3
4260	2 1115 372 1199 129 6945 227 6946 3
4261	2 1004 1904 3
4262	2 881 1191 3
4263	2 6948 6949 3
4264	2 2151 161 396 2187 6951 3
4265	2 3173 18 25 74 11 80 3
4266	2 6128 669 3
4267	2 6953 1814 3
4268	2 24 4 6955 3632 3
4269	2 3048 6956 3
4270	2 6957 364 3
4271	2 6958 442 3
4272	2 127 9 3
4273	2 5 6959 1344 3
4274	2 688 1907 88 1167 1035 9 3
4275	2 6960 380 21 3
4276	2 3461 6961 1791 920 3
4277	2 93 11 161 58 3
4278	2 1424 1804 6962 3
4279	2 558 6963 3
4280	2 6964 6965 3
4281	2 6966 6967 3
4282	2 5 26 318 369 253 3
4283	2 997 1018 36 8 6 7 105 3
4284	2 2270 6969 3
4285	2 3973 2720 6970 6971 3
4286	2 202 67 2027 3
4287	2 3282 340 3
4288	2 6973 6974 3
4289	2 6975 17 3
4290	2 1384 5048 3
4291	2 1179 17 3
4292	2 144 6976 3
4293	2 6977 18 25 74 11 80 3
4294	2 324 6978 3
4295	2 6979 187 1292 3
4296	2 1610 9 3
4297	2 3977 517 6980 17 3
4298	2 3644 71 1290 9 3
4299	2 3686 6981 3
4300	2 154 6982 3
4301	2 6983 9 3
4302	2 6985 927 276 3
4303	2 6986 3
4304	2 6987 6988 3
4305	2 513 449 378 3
4306	2 46 6989 3
4307	2 146 1158 3
4308	2 54 4 5867 3
4309	2 6990 3
4310	2 2513 6991 3
4311	2 6992 3240 9 3
4312	2 6993 72 19 3
4313	2 34 305 6994 3
4314	2 1386 6995 3
4315	2 6996 1205 49 52 25 3
4316	2 6997 6041 275 3
4317	2 6998 3
4318	2 7001 1804 3
4319	2 1175 7002 3
4320	2 5 6412 9 3
4321	2 1398 2125 287 4 7003 3
4322	2 7004 663 3
4323	2 1134 4 162 3
4324	2 1047 7005 1014 7006 3
4325	2 1510 13 187 1861 12 3
4326	2 2200 7008 3
4327	2 27 1973 7009 1975 3
4328	2 7010 4786 3
4329	2 1601 3487 3
4330	2 138 236 400 3
4331	2 7011 3
4332	2 5 3459 2043 743 12 3
4333	2 1053 449 378 3
4334	2 7012 573 13 1654 3
4335	2 7013 17 3
4336	2 875 1003 3
4337	2 31 8 6 7 1139 107 3
4338	2 7015 1020 3
4339	2 2046 2888 3736 3
4340	2 873 131 9 3
4341	2 7016 3370 2421 3370 9 3
4342	2 5 2632 706 394 3
4343	2 7020 3
4344	2 746 257 7021 3
4345	2 7025 3
4346	2 7026 1181 3
4347	2 2021 3159 3
4348	2 895 10 1612 3
4349	2 7027 2211 275 3
4350	2 46 390 7028 3
4351	2 5 519 4 10 7029 2603 51 3
4352	2 7030 17 3
4353	2 7031 377 12 3
4354	2 5 7032 4 7033 9 3
4355	2 316 3120 7035 3
4356	2 7036 442 3
4357	2 27 7037 3
4358	2 5 7038 7039 3
4359	2 468 7040 1270 3
4360	2 540 449 378 3
4361	2 154 291 3
4362	2 881 3167 3
4363	2 7 240 128 156 64 3
4364	2 535 62 196 3
4365	2 7041 3
4366	2 5731 7042 3
4367	2 7043 7044 12 3
4368	2 7045 761 3
4369	2 7046 7047 3
4370	2 113 5188 7048 3
4371	2 1836 7049 3
4372	2 426 7050 3
4373	2 7051 71 5 2801 3
4374	2 7052 999 37 3
4375	2 160 320 3
4376	2 5 7053 7054 777 7055 3
4377	2 7056 4 7057 3
4378	2 1616 7059 420 12 3
4379	2 7060 702 3
4380	2 46 7062 3
4381	2 2836 1453 3
4382	2 5 1629 4 5106 7063 3
4383	2 7065 7066 3
4384	2 7067 18 25 74 11 80 3
4385	2 276 449 378 3
4386	2 3958 1943 3
4387	2 488 1045 3
4388	2 4218 7068 3
4389	2 1579 18 25 74 11 80 3
4390	2 3218 18 25 74 11 80 3
4391	2 4294 7070 3
4392	2 1161 7071 7072 3
4393	2 1845 7073 3
4394	2 5 7074 7075 7076 1767 3
4395	2 4295 823 58 4 279 782 3
4396	2 2960 4298 4 7077 3
4397	2 53 7078 3
4398	2 7079 2997 3
4399	2 7080 19 23 40 3
4400	2 1261 1280 1339 3
4401	2 756 2809 3
4402	2 5 7081 11 10 7082 3
4403	2 919 7083 1048 636 3
4404	2 1255 7084 3
4405	2 7085 7086 5 5281 4 872 950 3
4406	2 7087 7088 3
4407	2 1488 10 7089 3
4408	2 5 1277 7090 7091 3
4409	2 4520 157 12 3
4410	2 5 7092 7093 37 3
4411	2 1491 1864 3
4412	2 433 305 423 3
4413	2 4591 7094 3
4414	2 2535 338 51 3
4415	2 762 7095 7096 3627 3
4416	2 4562 7097 665 3
4417	2 5 112 21 3
4418	2 7098 7099 3
4419	2 7100 7101 3
4420	2 1498 16 6 22 2448 3
4421	2 7102 7103 3
4422	2 7104 7105 3
4423	2 7106 168 195 111 3
4424	2 114 144 8 3
4425	2 7107 9 3
4426	2 3661 6939 3
4427	2 2302 7110 117 3
4428	2 278 1855 7111 3
4429	2 153 7112 3
4430	2 1232 7113 3
4431	2 1639 465 3358 3
4432	2 7114 218 10 7115 3
4433	2 95 7116 7117 3
4434	2 119 7119 2046 9 3
4435	2 7120 843 3
4436	2 7121 1359 1257 3
4437	2 7122 386 3
4438	2 320 7123 3
4439	2 5 519 1822 3
4440	2 1484 674 26 224 73 3
4441	2 1629 7124 17 3
4442	2 5 3438 9 3
4443	2 7125 7126 3
4444	2 2353 2602 12 3
4445	2 34 7127 3
4446	2 7 2030 128 156 64 3
4447	2 7129 7130 275 3
4448	2 7131 18 25 74 11 80 3
4449	2 2217 1439 3
4450	2 7132 3
4451	2 131 218 10 1118 9 3
4452	2 1225 3121 7135 3
4453	2 2347 2100 21 3
4454	2 7136 1041 7137 3
4455	2 39 287 4 1290 3
4456	2 411 3463 1407 226 3
4457	2 7139 3
4458	2 7140 420 12 3
4459	2 93 7141 3
4460	2 7142 19 23 40 3
4461	2 158 80 831 3
4462	2 366 17 3
4463	2 7143 3268 7144 3
4464	2 30 4 7145 1100 582 3
4465	2 995 272 598 3
4466	2 7146 3
4467	2 27 5047 117 7148 3
4468	2 859 7149 3
4469	2 7150 3
4470	2 7151 7152 3
4471	2 5 269 438 2312 12 3
4472	2 7153 3
4473	2 448 7154 582 3
4474	2 7155 7156 7157 1870 12 3
4475	2 1187 459 4089 3
4476	2 937 1716 257 187 271 3
4477	2 2088 40 3
4478	2 2152 7160 3273 51 3
4479	2 3412 7161 1817 3
4480	2 7162 3
4481	2 1145 1816 3
4482	2 7164 3350 3
4483	2 2487 7165 3
4484	2 7166 1187 1326 3
4485	2 336 39 4875 3
4486	2 174 561 7167 87 3
4487	2 7168 3
4488	2 364 4323 3
4489	2 3864 2532 329 663 3
4490	2 214 7169 3
4491	2 7170 7171 3
4492	2 31 8 6 7 1043 64 108 156 3
4493	2 5 1086 7172 3
4494	2 1362 518 7173 3
4495	2 1227 1825 7174 7175 3
4496	2 7176 17 3
4497	2 7177 7178 3
4498	2 39 6310 131 180 12 3
4499	2 3191 7179 3
4500	2 5 7180 1005 3
4501	2 53 7181 3734 3
4502	2 513 1317 378 2845 3
4503	2 116 42 293 3
4504	2 722 4548 3
4505	2 113 4338 3
4506	2 630 7183 3
4507	2 7184 2108 3
4508	2 5 333 7185 3
4509	2 872 870 3
4510	2 7186 810 3
4511	2 2148 614 12 3
4512	2 7187 11 7188 3
4513	2 7189 3
4514	2 367 2496 2614 3
4515	2 1898 18 25 74 11 80 3
4516	2 7190 7191 3
4517	2 1688 44 3611 3
4518	2 19 23 54 3286 3
4519	2 248 7192 3
4520	2 7193 5189 3
4521	2 7 973 107 3
4522	2 7194 7195 3
4523	2 1197 589 3
4524	2 703 7196 7197 3
4525	2 7198 391 3
4526	2 540 72 362 595 378 3
4527	2 7199 3
4528	2 7200 7201 3
4529	2 5 1684 394 9 3
4530	2 154 7202 3
4531	2 5 640 7203 253 3
4532	2 7204 255 3
4533	2 1039 7206 3
4534	2 262 7207 60 3
4535	2 7208 18 25 74 11 80 3
4536	2 7209 2225 21 3
4537	2 7 7210 115 3
4538	2 429 7211 2504 3
4539	2 70 221 7212 3
4540	2 3353 278 7213 7214 3
4541	2 5 4671 4 10 3735 377 51 3
4542	2 396 1016 3
4543	2 58 6 1510 4 10 24 4 2739 3
4544	2 7216 9 3
4545	2 153 2403 275 3
4546	2 7217 7218 3
4547	2 5 7219 5008 9 3
4548	2 5 7220 7221 420 12 3
4549	2 5 7222 5 44 155 3
4550	2 7223 237 3
4551	2 7224 7225 7226 3
4552	2 7227 7228 3
4553	2 265 1404 3
4554	2 7229 3680 3
4555	2 5 3831 4 7230 695 79 299 180 12 3
4556	2 7231 7232 3
4557	2 7233 7234 5 44 3
4558	2 7235 3538 3
4559	2 3355 3729 3
4560	2 455 2375 3
4561	2 7236 5214 7237 3
4562	2 5 1875 1870 12 3
4563	2 581 449 378 3
4564	2 7238 7239 3
4565	2 7240 3
4566	2 7241 1709 207 3
4567	2 5 7242 7243 17 3
4568	2 5 4778 180 12 3
4569	2 7245 3
4570	2 7246 40 3
4571	2 5 552 7247 9 3
4572	2 7248 3
4573	2 2476 1631 3
4574	2 1922 7249 3
4575	2 7251 17 3
4576	2 5 2233 3
4577	2 647 1013 7252 307 7253 9 3
4578	2 3459 767 253 3
4579	2 260 2094 5140 3
4580	2 189 7254 6125 5 116 3
4581	2 7255 7256 3
4582	2 3131 7257 3
4583	2 484 5892 3
4584	2 3741 333 3
4585	2 113 7259 3
4586	2 7260 7261 3
4587	2 507 8 6 7 7262 3
4588	2 2840 40 3
4589	2 7264 3
4590	2 113 7265 3
4591	2 272 1622 7266 3
4592	2 7267 3
4593	2 487 1646 3
4594	2 68 287 3
4595	2 4953 13 7268 743 12 3
4596	2 7269 3
4597	2 113 7270 3
4598	2 2135 7271 3
4599	2 7273 237 3
4600	2 318 3637 3
4601	2 7274 3
4602	2 7276 691 3
4603	2 119 453 1449 3
4604	2 476 482 4 7278 3
4605	2 2750 760 52 25 3
4606	2 345 1016 3
4607	2 7279 5 7280 3461 1206 1210 3
4608	2 5 280 4 7281 4322 338 51 3
4609	2 7282 7283 21 3
4610	2 5916 18 25 74 11 80 3
4611	2 2029 4119 196 3
4612	2 136 7285 3
4613	2 7286 18 25 74 11 80 3
4614	2 4481 7287 3
4615	2 1612 6429 9 3
4616	2 245 7288 3
4617	2 7290 7291 3
4618	2 7292 3
4619	2 770 7293 3
4620	2 600 7296 3
4621	2 7297 7298 2160 7299 2183 2160 7300 3
4622	2 7301 7302 3
4623	2 7303 7304 3
4624	2 3254 7305 3
4625	2 983 6852 7306 3
4626	2 7307 3
4627	2 7308 7309 7310 3
4628	2 2034 7311 3
4629	2 7312 7313 3
4630	2 7315 1184 3
4631	2 53 7316 3
4632	2 7317 17 3
4633	2 7318 231 13 7319 3
4634	2 7320 60 3
4635	2 3986 62 3
4636	2 324 2379 3
4637	2 7321 3
4638	2 2548 11 7322 2394 12 3
4639	2 4196 17 3
4640	2 53 7323 3
4641	2 7324 3
4642	2 869 3634 7325 3
4643	2 7326 7327 39 1236 3
4644	2 164 7328 1130 6167 3
4645	2 2661 3750 79 3
4646	2 4253 7329 3
4647	2 7330 6166 3
4648	2 1769 481 51 3
4649	2 1244 225 3
4650	2 210 62 7331 3
4651	2 3538 7332 3
4652	2 34 7333 3
4653	2 7334 7335 7336 920 3
4654	2 84 7337 3
4655	2 7338 7339 855 3
4656	2 30 4 398 11 597 1091 75 7340 3
4657	2 7341 272 3
4658	2 7343 2017 3
4659	2 977 1974 7345 996 2363 3
4660	2 278 1855 7346 4801 108 7347 3
4661	2 7349 150 7350 3
4662	2 2740 58 7351 3
4663	2 62 4 2657 9 3
4664	2 5 7353 2285 7354 3
4665	2 127 586 485 3
4666	2 219 7355 3
4667	2 210 352 4 549 3
4668	2 151 7356 3
4669	2 27 7357 3
4670	2 1551 614 12 3
4671	2 4547 422 4 7358 3
4672	2 7359 7360 3
4673	2 102 44 8 6 7 148 762 20 44 3
4674	2 7362 3
4675	2 5 3018 2547 17 3
4676	2 113 681 1970 7363 221 3
4677	2 5 7364 7365 7366 12 3
4678	2 4807 307 715 737 3
4679	2 7367 3
4680	2 2576 2550 257 3
4681	2 638 1951 1227 7369 3
4682	2 355 480 812 3
4683	2 7370 171 3
4684	2 7372 3
4685	2 7373 7374 3
4686	2 389 7375 3
4687	2 2828 7376 9 3
4688	2 1033 7377 3
4689	2 950 7378 3
4690	2 7379 168 195 111 3
4691	2 2945 400 3
4692	2 179 7381 7382 3725 3
4693	2 611 7383 3
4694	2 7385 3
4695	2 5 2728 7386 3
4696	2 2552 910 7387 3
4697	2 7388 18 25 74 11 80 3
4698	2 7389 4336 12 3
4699	2 7390 753 3
4700	2 7392 3
4701	2 3094 7393 3
4702	2 7394 7395 3
4703	2 7396 7397 4814 51 3
4704	2 153 6756 3
4705	2 6897 3096 3
4706	2 7398 9 3
4707	2 7399 481 12 3
4708	2 158 7400 226 3
4709	2 6340 736 12 3
4710	2 39 4025 2732 361 7401 12 3
4711	2 3825 2764 2233 9 3
4712	2 923 20 5853 9 3
4713	2 7402 3
4714	2 7403 3
4715	2 5966 7404 3
4716	2 1387 7405 3
4717	2 1722 1404 3
4718	2 127 3487 3
4719	2 832 7408 3
4720	2 7409 3
4721	2 7410 2184 3
4722	2 7412 5204 7413 3
4723	2 751 71 4032 3
4724	2 7414 3
4725	2 84 7415 253 3
4726	2 477 10 1721 3897 420 12 3
4727	2 1116 1646 114 3
4728	2 7416 3
4729	2 7417 7418 3
4730	2 2737 7419 3
4731	2 2268 7421 3
4732	2 2333 480 87 3
4733	2 5 4340 2108 1455 3
4734	2 34 4391 3
4735	2 7423 11 7424 17 3
4736	2 7425 7426 3
4737	2 351 9 3
4738	2 7427 3
4739	2 1635 1706 3
4740	2 7428 7429 3
4741	2 485 7430 3
4742	2 3516 7431 3
4743	2 113 316 7432 3
4744	2 580 7433 3
4745	2 308 7434 2062 1279 12 3
4746	2 683 7435 3
4747	2 912 7436 9 3
4748	2 1856 7437 7438 12 3
4749	2 1441 94 5 67 4736 3
4750	2 7439 18 25 74 11 80 3
4751	2 7441 817 3
4752	2 1631 4 10 7442 3
4753	2 34 721 643 3
4754	2 2932 307 7443 9 3
4755	2 271 7444 7445 108 10 7446 3
4756	2 7447 3
4757	2 7448 9 3
4758	2 5893 18 25 74 11 80 3
4759	2 7450 7451 3
4760	2 1422 7452 60 118 3
4761	2 7453 7454 9 3
4762	2 7455 7456 3
4763	2 599 7457 3
4764	2 1387 7458 3
4765	2 7459 7460 3
4766	2 7461 18 25 74 11 80 3
4767	2 1380 62 7462 60 118 3
4768	2 883 39 233 3
4769	2 84 313 7463 7464 3
4770	2 136 3020 3
4771	2 161 7465 3
4772	2 34 1886 418 3
4773	2 5 7466 3
4774	2 2234 6 7467 3
4775	2 7468 3
4776	2 7470 7471 7472 135 7473 3
4777	2 1654 62 58 3
4778	2 7474 1217 9 3
4779	2 957 4607 3
4780	2 7476 485 3
4781	2 1378 4057 3
4782	2 5 576 4 7477 6968 17 3
4783	2 358 7478 3
4784	2 7479 9 3
4785	2 7480 3
4786	2 7481 9 3
4787	2 949 696 7482 3
4788	2 1327 18 25 74 11 80 3
4789	2 153 7484 3
4790	2 7485 409 557 3
4791	2 5 2009 7486 4 10 7487 7488 3
4792	2 214 10 1612 3
4793	2 7490 7491 7492 217 7493 7494 2343 2343 2343 7495 7496 7497 3
4794	2 6029 5 252 3
4795	2 287 4 1493 11 7498 9 3
4796	2 1710 9 3
4797	2 3684 3685 377 12 3
4798	2 4963 73 3
4799	2 58 4 7499 11 7500 4067 3
4800	2 3965 60 3
4801	2 5 4960 238 3
4802	2 127 7501 3
4803	2 1526 7502 3
4804	2 5 4484 9 3
4805	2 296 248 3
4806	2 7503 3
4807	2 3038 9 3
4808	2 326 7504 3
4809	2 7505 3
4810	2 1735 7506 1477 3
4811	2 5924 1424 7507 3
4812	2 3219 3889 3
4813	2 1345 1588 3
4814	2 5 7510 17 3
4815	2 919 332 4194 4543 1292 3
4816	2 136 7511 3
4817	2 5 7512 106 4 42 11 132 3
4818	2 5 7513 3
4819	2 7514 58 3
4820	2 1937 135 664 20 264 3
4821	2 5 2530 9 3
4822	2 1181 7515 218 2600 3
4823	2 484 7516 3
4824	2 7517 358 3
4825	2 735 307 2167 9 3
4826	2 7519 333 3
4827	2 6044 128 3
4828	2 5692 3272 3
4829	2 318 7520 3
4830	2 906 5584 3
4831	2 755 862 758 817 1023 3
4832	2 5 1822 2863 3
4833	2 5 7521 4 7522 3
4834	2 7523 1233 3
4835	2 7524 4979 3
4836	2 34 7525 3
4837	2 989 338 51 3
4838	2 3315 17 3
4839	2 977 748 3
4840	2 138 150 1355 2431 3
4841	2 7526 3
4842	2 5 7527 826 12 3
4843	2 906 573 3
4844	2 3221 7528 3
4845	2 27 7529 7530 3
4846	2 2026 7532 3
4847	2 1946 7352 3
4848	2 4055 674 5015 3
4849	2 7533 4 1764 3
4850	2 5 537 7534 9 3
4851	2 3639 7535 7536 3
4852	2 568 4203 253 3
4853	2 3711 3712 1365 3
4854	2 7537 7538 3
4855	2 7539 3
4856	2 324 901 3
4857	2 190 7540 3
4858	2 622 7541 1520 1764 3
4859	2 7542 1973 3
4860	2 1775 17 3
4861	2 518 3091 1628 3
4862	2 7544 7545 3
4863	2 95 3168 7548 2096 2727 3
4864	2 7549 3
4865	2 90 7550 3
4866	2 5 1992 4 718 7551 3
4867	2 228 4 7553 3
4868	2 39 1854 1535 1206 1210 3
4869	2 95 7554 1416 7555 4282 7556 3
4870	2 4992 7557 3
4871	2 3097 7558 3
4872	2 7 119 325 3
4873	2 960 7559 3
4874	2 164 7560 3
4875	2 27 7561 1041 6213 3
4876	2 5 3443 3444 226 3
4877	2 737 7562 3
4878	2 7563 5960 3
4879	2 24 4 3526 307 425 3
4880	2 5 1754 658 7564 307 20 204 3
4881	2 5 2293 13 2181 3
4882	2 7566 7567 3
4883	2 926 7058 7568 3
4884	2 639 4082 3
4885	2 186 5743 1942 3
4886	2 3731 67 69 25 3
4887	2 519 304 3888 7570 44 1139 3
4888	2 5 7573 162 3
4889	2 1659 4 2365 3
4890	2 322 7574 303 3
4891	2 5 3684 3685 4030 12 3
4892	2 332 4 4767 3
4893	2 5 1918 394 3398 7576 3
4894	2 696 4505 3
4895	2 2381 219 7578 288 2213 3
4896	2 5 7579 283 3
4897	2 2421 7581 7582 3
4898	2 161 672 7583 3
4899	2 3219 189 5871 3
4900	2 1575 3036 2403 4826 9 3
4901	2 7584 3
4902	2 7585 3
4903	2 1006 3001 303 3
4904	2 213 53 7586 3
4905	2 204 525 3222 3
4906	2 179 7588 3
4907	2 7589 7590 3
4908	2 7591 1177 4833 3611 3
4909	2 1688 44 695 3
4910	2 7595 736 12 3
4911	2 7596 9 3
4912	2 7597 18 25 74 11 80 3
4913	2 7598 326 3
4914	2 2230 40 3
4915	2 3225 1149 9 3
4916	2 200 11 2215 1284 51 3
4917	2 7602 312 7603 3
4918	2 7604 53 11 10 7605 3
4919	2 7606 3
4920	2 3203 7607 3
4921	2 1336 2045 3
4922	2 591 7608 851 3
4923	2 7609 3
4924	2 7610 340 3
4925	2 161 422 3407 3
4926	2 7611 232 3
4927	2 7612 7613 3
4928	2 7615 7616 17 3
4929	2 211 95 1709 207 3
4930	2 7617 5550 3
4931	2 7618 79 3
4932	2 384 1510 7619 51 3
4933	2 384 1134 17 3
4934	2 7620 7621 4172 3
4935	2 7622 3
4936	2 7623 7624 1161 3
4937	2 355 1383 3
4938	2 7 134 115 3
4939	2 7625 658 7626 1952 7627 3
4940	2 7628 7629 3
4941	2 717 7630 3
4942	2 7631 58 3
4943	2 4747 674 925 3
4944	2 7633 3
4945	2 7634 3
4946	2 5 7636 4 7637 7638 9 3
4947	2 7639 13 10 7640 3
4948	2 7641 3795 1339 3
4949	2 2516 555 7643 3
4950	2 573 4 1681 3
4951	2 7644 7645 9 3
4952	2 3306 7646 3
4953	2 190 7647 3
4954	2 4708 7649 3
4955	2 1023 62 24 196 3
4956	2 5 7650 826 12 3
4957	2 7651 7652 591 3
4958	2 143 2593 79 3
4959	2 3861 18 25 3
4960	2 7653 3081 60 3
4961	2 677 7654 3
4962	2 7655 793 37 3
4963	2 7656 273 408 3
4964	2 7657 7658 3
4965	2 376 7659 3
4966	2 181 7660 3
4967	2 5534 7661 3
4968	2 653 386 13 10 7662 73 9 3
4969	2 93 236 7663 3
4970	2 3711 3712 7664 3
4971	2 484 7665 3
4972	2 237 7666 117 3
4973	2 7667 18 25 74 11 80 3
4974	2 5 24 4 1950 3
4975	2 7669 7670 3
4976	2 1102 3884 7671 7672 119 304 3
4977	2 7673 3
4978	2 580 1973 87 3
4979	2 295 146 7674 3
4980	2 70 150 7675 3
4981	2 5 7676 413 9 3
4982	2 7677 2048 7678 3
4983	2 742 7679 2091 3
4984	2 7680 7681 3
4985	2 390 7682 3
4986	2 7683 654 3
4987	2 7684 7685 27 7686 3
4988	2 216 4113 1193 3
4989	2 7687 17 3
4990	2 27 7689 117 3
4991	2 681 216 3
4992	2 403 7690 3
4993	2 2793 1079 3
4994	2 418 248 3
4995	2 7691 894 3
4996	2 2275 71 7692 13 1266 940 9 3
4997	2 7000 215 3
4998	2 3731 18 25 74 11 80 3
4999	2 30 4 2454 7693 218 143 2301 3
5000	2 2750 18 25 74 11 80 3
5001	2 7694 5 107 3
5002	2 1299 701 3
5003	2 7695 7696 3
5004	2 127 7697 3
5005	2 5 447 9 3
5006	2 7698 7699 7700 3
5007	2 1083 787 4 4627 3
5008	2 7702 4 7703 9 3
5009	2 7704 7705 3
5010	2 5 1076 275 3
5011	2 5708 238 3
5012	2 344 24 3
5013	2 7706 315 3
5014	2 552 13 1548 1344 3
5015	2 2891 7707 3
5016	2 3107 19 23 40 3
5017	2 7708 3
5018	2 7709 1539 3
